attendance_date,employee_id,scheduled_days,present_days,leave_days,absence_days,overtime_hours
2024-01-31,EMP00146,21,19,2,0,11.75
2024-02-29,EMP00146,20,20,0,0,9.4
2024-03-31,EMP00146,22,21,1,0,3.25
2024-04-30,EMP00146,21,19,0,2,9.59
2024-05-31,EMP00146,21,20,0,1,3.04
2024-06-30,EMP00146,22,20,2,0,4.84
2024-07-31,EMP00146,23,22,1,0,8.95
2024-08-31,EMP00146,22,19,1,2,9.49
2024-09-30,EMP00146,22,21,1,0,2.05
2024-10-31,EMP00146,22,18,4,0,13.27
2024-11-30,EMP00146,21,17,4,0,10.86
2024-12-31,EMP00146,23,21,2,0,4.48
2022-01-31,EMP00147,22,19,2,1,0.31
2022-02-28,EMP00147,22,21,1,0,7.28
2022-03-31,EMP00147,21,19,2,0,5.77
2022-04-30,EMP00147,23,22,1,0,8.57
2022-05-31,EMP00147,21,20,1,0,6.18
2022-06-30,EMP00147,22,21,0,1,0.0
2022-07-31,EMP00147,21,20,1,0,6.06
2022-08-31,EMP00147,23,22,0,1,6.47
2022-09-30,EMP00147,20,20,0,0,11.17
2022-10-31,EMP00147,20,17,3,0,4.51
2022-11-30,EMP00147,23,20,2,1,16.39
2022-12-31,EMP00147,20,19,0,1,0.0
2023-01-31,EMP00147,23,22,1,0,14.56
2023-02-28,EMP00147,20,19,1,0,6.88
2023-03-31,EMP00147,21,19,2,0,12.3
2023-04-30,EMP00147,21,17,3,1,8.4
2023-05-31,EMP00147,23,22,0,1,13.7
2023-06-30,EMP00147,22,19,3,0,6.06
2023-07-31,EMP00147,23,21,2,0,2.51
2023-08-31,EMP00147,23,21,0,2,15.1
2023-09-30,EMP00147,22,21,1,0,7.43
2023-10-31,EMP00147,22,19,1,2,9.11
2023-11-30,EMP00147,22,19,2,1,14.17
2023-12-31,EMP00147,23,22,0,1,2.84
2024-01-31,EMP00147,22,20,1,1,10.98
2024-02-29,EMP00147,22,21,1,0,5.05
2024-03-31,EMP00147,22,20,2,0,7.34
2024-04-30,EMP00147,21,21,0,0,8.36
2024-05-31,EMP00147,20,18,2,0,0.5
2024-06-30,EMP00147,20,19,1,0,4.11
2024-07-31,EMP00147,22,21,0,1,14.76
2024-08-31,EMP00147,21,19,2,0,12.43
2024-09-30,EMP00147,21,21,0,0,7.69
2024-10-31,EMP00147,20,18,2,0,9.22
2024-11-30,EMP00147,23,23,0,0,6.53
2024-12-31,EMP00147,22,22,0,0,14.78
2022-01-31,EMP00148,21,18,3,0,7.0
2022-02-28,EMP00148,21,21,0,0,9.16
2022-03-31,EMP00148,22,21,1,0,13.73
2022-04-30,EMP00148,23,23,0,0,4.11
2022-05-31,EMP00148,20,20,0,0,15.79
2022-06-30,EMP00148,22,22,0,0,0.35
2022-07-31,EMP00148,23,23,0,0,16.15
2022-08-31,EMP00148,22,21,1,0,6.14
2022-09-30,EMP00148,22,20,2,0,6.79
2022-10-31,EMP00148,23,23,0,0,0.0
2022-11-30,EMP00148,20,17,3,0,5.73
2022-12-31,EMP00148,20,20,0,0,2.8
2023-01-31,EMP00148,22,18,4,0,4.96
2023-02-28,EMP00148,21,18,3,0,7.31
2023-03-31,EMP00148,23,22,0,1,12.79
2023-04-30,EMP00148,22,22,0,0,9.04
2023-05-31,EMP00148,20,17,1,2,9.54
2023-06-30,EMP00148,22,21,1,0,2.52
2023-07-31,EMP00148,22,20,2,0,3.6
2023-08-31,EMP00148,20,19,1,0,16.99
2023-09-30,EMP00148,21,19,2,0,4.32
2023-10-31,EMP00148,22,20,2,0,16.28
2023-11-30,EMP00148,22,18,4,0,6.78
2023-12-31,EMP00148,22,20,1,1,8.01
2024-01-31,EMP00148,20,17,3,0,13.35
2024-02-29,EMP00148,23,22,1,0,14.36
2022-04-30,EMP00149,23,20,1,2,7.45
2022-05-31,EMP00149,20,19,1,0,6.06
2022-06-30,EMP00149,21,19,2,0,7.72
2022-07-31,EMP00149,22,22,0,0,9.69
2022-08-31,EMP00149,23,20,3,0,12.46
2022-09-30,EMP00149,22,21,1,0,8.02
2022-10-31,EMP00149,22,22,0,0,11.09
2022-11-30,EMP00149,22,20,1,1,16.19
2022-12-31,EMP00149,21,20,1,0,9.91
2023-01-31,EMP00149,21,20,1,0,9.56
2023-02-28,EMP00149,21,19,1,1,0.41
2023-03-31,EMP00149,21,19,1,1,0.0
2023-04-30,EMP00149,20,20,0,0,9.94
2023-05-31,EMP00149,22,20,2,0,7.53
2023-06-30,EMP00149,23,23,0,0,5.43
2023-07-31,EMP00149,22,21,1,0,9.22
2023-08-31,EMP00149,22,20,2,0,7.7
2023-09-30,EMP00149,22,21,0,1,13.64
2023-10-31,EMP00149,21,20,1,0,8.43
2023-11-30,EMP00149,20,19,1,0,4.27
2023-12-31,EMP00149,23,22,1,0,12.95
2024-01-31,EMP00149,22,20,1,1,6.91
2024-02-29,EMP00149,20,20,0,0,10.63
2024-03-31,EMP00149,23,22,1,0,5.61
2024-04-30,EMP00149,22,21,1,0,4.75
2024-05-31,EMP00149,23,22,1,0,8.42
2024-06-30,EMP00149,20,19,1,0,8.06
2024-07-31,EMP00149,21,21,0,0,10.4
2024-08-31,EMP00149,22,21,1,0,6.66
2024-09-30,EMP00149,20,17,2,1,0.0
2024-10-31,EMP00149,20,16,3,1,5.84
2024-11-30,EMP00149,21,21,0,0,11.97
2024-12-31,EMP00149,20,20,0,0,6.51
2022-01-31,EMP00150,21,17,4,0,6.77
2022-02-28,EMP00150,21,21,0,0,12.93
2022-03-31,EMP00150,23,20,2,1,4.44
2022-04-30,EMP00150,22,20,2,0,0.29
2022-05-31,EMP00150,20,20,0,0,7.2
2022-06-30,EMP00150,22,22,0,0,5.58
2022-07-31,EMP00150,21,21,0,0,3.17
2022-08-31,EMP00150,21,21,0,0,7.12
2022-09-30,EMP00150,21,18,3,0,10.46
2022-10-31,EMP00150,22,21,1,0,7.95
2022-11-30,EMP00150,20,20,0,0,9.53
2022-12-31,EMP00150,21,19,2,0,17.07
2023-01-31,EMP00150,23,21,1,1,6.29
2023-02-28,EMP00150,20,19,1,0,9.39
2023-03-31,EMP00150,22,18,4,0,5.45
2023-04-30,EMP00150,23,22,1,0,3.77
2023-05-31,EMP00150,20,20,0,0,5.08
2023-06-30,EMP00150,23,23,0,0,5.61
2023-07-31,EMP00150,23,22,1,0,9.8
2023-08-31,EMP00150,23,21,1,1,19.75
2023-09-30,EMP00150,20,19,0,1,4.42
2023-10-31,EMP00150,22,21,0,1,5.92
2023-11-30,EMP00150,22,22,0,0,7.68
2023-12-31,EMP00150,20,17,2,1,9.98
2024-01-31,EMP00150,20,16,4,0,9.32
2024-02-29,EMP00150,21,19,2,0,14.42
2024-03-31,EMP00150,21,19,2,0,0.0
2024-04-30,EMP00150,22,22,0,0,0.0
2024-05-31,EMP00150,21,20,1,0,5.52
2024-06-30,EMP00150,22,20,2,0,13.49
2024-07-31,EMP00150,23,21,2,0,0.17
2024-08-31,EMP00150,22,20,2,0,0.0
2024-09-30,EMP00150,20,20,0,0,10.86
2024-10-31,EMP00150,23,21,2,0,9.22
2024-11-30,EMP00150,21,20,1,0,2.55
2024-12-31,EMP00150,21,21,0,0,3.07
2022-01-31,EMP00151,20,17,3,0,3.15
2022-02-28,EMP00151,22,20,2,0,8.55
2022-03-31,EMP00151,23,22,1,0,4.87
2022-04-30,EMP00151,22,17,4,1,10.47
2022-05-31,EMP00151,23,20,3,0,0.0
2022-06-30,EMP00151,21,18,3,0,3.72
2022-07-31,EMP00151,20,18,2,0,2.37
2022-08-31,EMP00151,23,20,3,0,6.72
2022-09-30,EMP00151,22,21,1,0,5.31
2022-10-31,EMP00151,23,23,0,0,11.99
2022-11-30,EMP00151,23,23,0,0,0.0
2022-12-31,EMP00151,22,19,3,0,8.23
2023-01-31,EMP00151,21,21,0,0,10.79
2023-02-28,EMP00151,22,20,2,0,17.28
2023-03-31,EMP00151,22,18,4,0,5.59
2023-04-30,EMP00151,23,21,1,1,9.62
2023-05-31,EMP00151,22,21,1,0,0.0
2023-06-30,EMP00151,21,18,3,0,0.0
2023-07-31,EMP00151,22,18,3,1,12.22
2023-08-31,EMP00151,23,22,1,0,7.97
2023-09-30,EMP00151,22,21,1,0,13.89
2023-10-31,EMP00151,21,17,2,2,1.13
2023-11-30,EMP00151,21,20,1,0,10.6
2023-12-31,EMP00151,21,20,0,1,17.34
2024-01-31,EMP00151,20,17,3,0,10.1
2024-02-29,EMP00151,20,17,3,0,9.38
2024-03-31,EMP00151,21,20,1,0,8.04
2024-04-30,EMP00151,20,20,0,0,0.15
2024-05-31,EMP00151,20,18,2,0,14.78
2024-06-30,EMP00151,21,21,0,0,4.95
2024-07-31,EMP00151,21,19,1,1,10.52
2024-08-31,EMP00151,22,21,0,1,0.18
2024-09-30,EMP00151,22,21,1,0,2.1
2024-10-31,EMP00151,21,17,3,1,15.18
2024-11-30,EMP00151,23,23,0,0,6.26
2024-12-31,EMP00151,22,21,1,0,15.27
2022-04-30,EMP00152,21,17,4,0,7.61
2022-05-31,EMP00152,22,19,3,0,0.0
2022-06-30,EMP00152,21,21,0,0,12.46
2022-07-31,EMP00152,23,23,0,0,5.05
2022-08-31,EMP00152,22,22,0,0,11.49
2022-09-30,EMP00152,22,18,3,1,8.13
2022-10-31,EMP00152,20,17,2,1,0.28
2022-11-30,EMP00152,22,22,0,0,8.82
2022-12-31,EMP00152,21,19,2,0,18.98
2023-01-31,EMP00152,23,20,2,1,10.46
2023-02-28,EMP00152,20,20,0,0,7.71
2023-03-31,EMP00152,21,20,1,0,13.38
2023-04-30,EMP00152,20,18,2,0,9.05
2023-05-31,EMP00152,21,20,1,0,9.05
2023-06-30,EMP00152,23,22,1,0,2.54
2023-07-31,EMP00152,23,23,0,0,9.17
2023-08-31,EMP00152,23,23,0,0,13.18
2023-09-30,EMP00152,21,18,1,2,3.82
2023-10-31,EMP00152,21,21,0,0,15.12
2023-11-30,EMP00152,20,16,4,0,7.54
2023-12-31,EMP00152,22,20,2,0,3.56
2024-01-31,EMP00152,20,19,1,0,12.99
2024-02-29,EMP00152,23,22,1,0,6.57
2024-03-31,EMP00152,21,19,2,0,11.8
2024-04-30,EMP00152,23,22,1,0,6.54
2024-05-31,EMP00152,22,20,2,0,7.7
2024-06-30,EMP00152,22,21,1,0,10.47
2024-07-31,EMP00152,23,20,3,0,9.45
2024-08-31,EMP00152,21,20,1,0,0.0
2024-09-30,EMP00152,23,19,4,0,2.39
2024-10-31,EMP00152,20,20,0,0,12.65
2024-11-30,EMP00152,22,20,2,0,7.34
2022-01-31,EMP00153,22,18,2,2,5.38
2022-02-28,EMP00153,21,21,0,0,1.21
2022-03-31,EMP00153,21,19,2,0,2.6
2022-04-30,EMP00153,22,19,3,0,0.0
2022-05-31,EMP00153,22,20,2,0,7.49
2022-06-30,EMP00153,23,21,2,0,5.01
2022-07-31,EMP00153,21,20,1,0,3.17
2022-08-31,EMP00153,23,23,0,0,7.66
2022-09-30,EMP00153,21,20,1,0,9.82
2022-10-31,EMP00153,23,20,3,0,18.47
2022-11-30,EMP00153,22,22,0,0,0.44
2022-12-31,EMP00153,21,19,2,0,13.8
2023-01-31,EMP00153,20,19,0,1,12.87
2023-02-28,EMP00153,23,23,0,0,4.1
2023-03-31,EMP00153,20,18,1,1,9.02
2023-04-30,EMP00153,20,20,0,0,5.71
2023-05-31,EMP00153,21,18,1,2,8.93
2023-06-30,EMP00153,20,20,0,0,15.55
2023-07-31,EMP00153,23,22,0,1,11.03
2023-08-31,EMP00153,23,22,0,1,10.54
2023-09-30,EMP00153,21,16,4,1,5.85
2023-10-31,EMP00153,21,21,0,0,0.58
2023-11-30,EMP00153,22,22,0,0,6.96
2023-12-31,EMP00153,22,20,2,0,14.03
2024-01-31,EMP00153,22,22,0,0,0.36
2024-02-29,EMP00153,20,17,3,0,2.72
2024-03-31,EMP00153,23,23,0,0,8.63
2024-04-30,EMP00153,20,20,0,0,3.08
2024-05-31,EMP00153,22,20,2,0,4.04
2024-06-30,EMP00153,20,20,0,0,5.88
2024-07-31,EMP00153,22,20,2,0,1.17
2024-08-31,EMP00153,22,21,0,1,3.13
2024-09-30,EMP00153,21,21,0,0,11.52
2024-10-31,EMP00153,21,19,1,1,1.46
2024-11-30,EMP00153,21,17,2,2,0.01
2024-12-31,EMP00153,23,20,3,0,4.85
2022-01-31,EMP00154,21,19,2,0,11.66
2022-02-28,EMP00154,20,20,0,0,7.02
2022-03-31,EMP00154,22,20,2,0,5.68
2022-04-30,EMP00154,22,21,1,0,8.22
2022-05-31,EMP00154,23,22,1,0,0.0
2022-06-30,EMP00154,20,17,3,0,10.47
2022-07-31,EMP00154,22,22,0,0,9.92
2022-08-31,EMP00154,22,19,3,0,5.95
2022-09-30,EMP00154,21,18,3,0,13.03
2022-10-31,EMP00154,21,21,0,0,2.36
2024-02-29,EMP00155,23,21,2,0,13.64
2024-03-31,EMP00155,21,21,0,0,8.77
2024-04-30,EMP00155,23,20,2,1,6.32
2024-05-31,EMP00155,20,20,0,0,7.9
2024-06-30,EMP00155,21,19,2,0,7.46
2024-07-31,EMP00155,23,20,2,1,14.1
2022-01-31,EMP00156,21,18,2,1,2.62
2022-02-28,EMP00156,22,19,3,0,4.19
2022-03-31,EMP00156,23,19,4,0,13.18
2022-04-30,EMP00156,21,20,1,0,5.02
2022-05-31,EMP00156,21,20,1,0,12.5
2022-06-30,EMP00156,21,18,3,0,16.5
2022-07-31,EMP00156,20,17,1,2,5.99
2022-08-31,EMP00156,22,21,0,1,11.41
2022-09-30,EMP00156,23,21,2,0,2.23
2022-10-31,EMP00156,20,18,2,0,11.77
2022-11-30,EMP00156,20,19,1,0,9.0
2022-12-31,EMP00156,22,21,1,0,10.37
2023-01-31,EMP00156,20,19,0,1,4.77
2023-02-28,EMP00156,22,22,0,0,0.0
2023-03-31,EMP00156,22,21,1,0,10.52
2023-04-30,EMP00156,20,19,1,0,0.0
2023-05-31,EMP00156,22,22,0,0,6.41
2023-06-30,EMP00156,20,20,0,0,12.71
2023-07-31,EMP00156,23,23,0,0,8.96
2023-08-31,EMP00156,20,17,3,0,17.74
2023-09-30,EMP00156,21,21,0,0,13.13
2023-10-31,EMP00156,23,18,3,2,4.73
2023-11-30,EMP00156,21,17,3,1,8.14
2023-12-31,EMP00156,23,23,0,0,7.76
2024-06-30,EMP00157,22,20,2,0,0.09
2024-07-31,EMP00157,21,19,2,0,3.3
2024-08-31,EMP00157,20,20,0,0,5.2
2024-09-30,EMP00157,21,17,4,0,0.0
2024-10-31,EMP00157,21,17,4,0,8.24
2024-11-30,EMP00157,22,20,2,0,6.75
2024-12-31,EMP00157,20,20,0,0,0.0
2022-01-31,EMP00158,21,21,0,0,10.02
2022-02-28,EMP00158,22,18,4,0,11.58
2022-03-31,EMP00158,23,22,1,0,9.14
2022-04-30,EMP00158,21,17,2,2,6.38
2022-05-31,EMP00158,21,21,0,0,10.96
2022-06-30,EMP00158,23,23,0,0,11.4
2022-07-31,EMP00158,20,18,2,0,9.54
2022-08-31,EMP00158,21,19,2,0,3.88
2022-09-30,EMP00158,23,23,0,0,9.38
2022-10-31,EMP00158,23,20,2,1,13.98
2022-11-30,EMP00158,23,22,1,0,5.02
2022-12-31,EMP00158,20,20,0,0,18.49
2023-01-31,EMP00158,21,21,0,0,5.37
2023-02-28,EMP00158,23,19,3,1,8.16
2023-03-31,EMP00158,20,18,1,1,4.64
2023-04-30,EMP00158,22,20,2,0,9.12
2023-05-31,EMP00158,20,20,0,0,0.0
2023-06-30,EMP00158,22,22,0,0,5.27
2023-07-31,EMP00158,22,21,1,0,2.54
2023-08-31,EMP00158,23,23,0,0,8.68
2023-09-30,EMP00158,23,21,0,2,12.97
2023-10-31,EMP00158,22,22,0,0,11.23
2023-11-30,EMP00158,22,21,0,1,0.0
2023-12-31,EMP00158,23,20,2,1,18.21
2024-01-31,EMP00158,21,19,1,1,9.48
2024-02-29,EMP00158,21,19,2,0,4.12
2024-03-31,EMP00158,20,18,2,0,8.79
2024-04-30,EMP00158,23,22,1,0,8.88
2024-05-31,EMP00158,20,17,3,0,4.67
2024-06-30,EMP00158,22,21,1,0,8.99
2024-07-31,EMP00158,22,18,2,2,4.96
2024-08-31,EMP00158,20,16,4,0,5.98
2024-09-30,EMP00158,20,20,0,0,4.57
2024-10-31,EMP00158,21,19,2,0,0.84
2024-11-30,EMP00158,23,21,2,0,8.73
2024-12-31,EMP00158,20,18,2,0,10.93
2022-01-31,EMP00159,23,21,1,1,10.57
2022-02-28,EMP00159,21,20,0,1,12.1
2022-03-31,EMP00159,21,21,0,0,9.62
2022-04-30,EMP00159,22,19,2,1,5.34
2022-05-31,EMP00159,23,23,0,0,12.2
2022-06-30,EMP00159,23,21,2,0,1.21
2022-07-31,EMP00159,21,20,0,1,3.5
2022-08-31,EMP00159,20,19,1,0,3.18
2022-09-30,EMP00159,20,18,2,0,13.4
2022-10-31,EMP00159,22,22,0,0,12.71
2022-11-30,EMP00159,23,20,2,1,10.44
2022-12-31,EMP00159,22,20,2,0,13.36
2023-01-31,EMP00159,20,16,4,0,3.6
2023-02-28,EMP00159,22,22,0,0,9.74
2023-03-31,EMP00159,20,18,1,1,7.37
2023-04-30,EMP00159,22,21,1,0,12.23
2023-05-31,EMP00159,22,22,0,0,7.42
2023-06-30,EMP00159,22,18,4,0,6.08
2023-07-31,EMP00159,21,19,2,0,10.7
2023-08-31,EMP00159,22,19,3,0,12.38
2023-09-30,EMP00159,22,21,0,1,4.66
2023-10-31,EMP00159,23,21,2,0,7.69
2023-11-30,EMP00159,22,19,3,0,2.71
2023-12-31,EMP00159,22,21,1,0,0.0
2024-01-31,EMP00159,21,20,1,0,9.0
2024-02-29,EMP00159,21,20,1,0,11.04
2024-03-31,EMP00159,22,18,3,1,9.31
2024-04-30,EMP00159,22,20,2,0,0.0
2024-05-31,EMP00159,21,21,0,0,6.25
2024-06-30,EMP00159,22,19,2,1,0.0
2024-07-31,EMP00159,22,21,0,1,14.85
2024-08-31,EMP00159,22,22,0,0,2.57
2024-09-30,EMP00159,22,18,3,1,14.28
2022-01-31,EMP00160,22,21,1,0,12.73
2022-02-28,EMP00160,22,20,2,0,3.5
2022-03-31,EMP00160,21,20,1,0,2.34
2022-04-30,EMP00160,21,20,1,0,9.75
2022-05-31,EMP00160,21,20,1,0,3.78
2022-06-30,EMP00160,21,20,1,0,8.51
2022-07-31,EMP00160,22,18,4,0,5.59
2022-08-31,EMP00160,22,20,2,0,0.0
2022-09-30,EMP00160,20,18,1,1,0.0
2022-10-31,EMP00160,21,18,2,1,9.13
2022-11-30,EMP00160,21,19,1,1,5.19
2022-12-31,EMP00160,23,21,2,0,5.23
2023-01-31,EMP00160,21,19,2,0,11.48
2023-02-28,EMP00160,22,22,0,0,13.87
2023-03-31,EMP00160,23,22,1,0,6.64
2023-04-30,EMP00160,23,19,4,0,6.3
2023-05-31,EMP00160,22,22,0,0,10.5
2023-06-30,EMP00160,22,21,1,0,1.22
2023-07-31,EMP00160,20,18,2,0,9.12
2023-08-31,EMP00160,23,21,1,1,10.76
2023-09-30,EMP00160,21,21,0,0,11.4
2023-10-31,EMP00160,21,19,2,0,0.0
2023-11-30,EMP00160,22,20,1,1,4.19
2023-12-31,EMP00160,21,20,1,0,3.61
2024-01-31,EMP00160,21,21,0,0,8.5
2024-02-29,EMP00160,21,18,3,0,10.4
2024-03-31,EMP00160,22,22,0,0,15.48
2024-04-30,EMP00160,23,20,3,0,5.53
2024-05-31,EMP00160,20,20,0,0,5.51
2024-06-30,EMP00160,20,17,2,1,13.75
2024-07-31,EMP00160,20,19,1,0,9.48
2024-08-31,EMP00160,22,21,1,0,14.34
2024-09-30,EMP00160,22,21,1,0,9.44
2024-10-31,EMP00160,21,18,3,0,2.21
2024-11-30,EMP00160,23,23,0,0,1.33
2022-01-31,EMP00161,20,20,0,0,0.24
2022-02-28,EMP00161,20,18,2,0,11.31
2022-03-31,EMP00161,21,20,0,1,13.94
2022-04-30,EMP00161,21,17,3,1,17.25
2022-05-31,EMP00161,20,18,1,1,12.22
2022-06-30,EMP00161,23,22,1,0,13.81
2022-07-31,EMP00161,20,20,0,0,5.1
2022-08-31,EMP00161,23,20,1,2,2.22
2022-09-30,EMP00161,23,21,1,1,12.25
2022-10-31,EMP00161,22,20,1,1,10.09
2022-11-30,EMP00161,21,18,3,0,8.54
2022-12-31,EMP00161,20,19,1,0,9.94
2023-01-31,EMP00161,22,21,1,0,9.62
2023-02-28,EMP00161,21,18,2,1,14.42
2023-03-31,EMP00161,21,18,2,1,14.47
2023-04-30,EMP00161,23,23,0,0,10.72
2023-05-31,EMP00161,21,17,4,0,12.23
2023-06-30,EMP00161,22,20,2,0,10.57
2023-07-31,EMP00161,23,23,0,0,5.69
2023-08-31,EMP00161,20,17,3,0,11.78
2023-09-30,EMP00161,21,20,1,0,1.03
2023-10-31,EMP00161,21,20,1,0,13.27
2023-11-30,EMP00161,22,21,1,0,2.03
2023-12-31,EMP00161,23,19,3,1,9.43
2024-01-31,EMP00161,20,18,1,1,3.77
2024-02-29,EMP00161,20,18,2,0,10.77
2024-03-31,EMP00161,21,20,1,0,7.83
2024-04-30,EMP00161,21,17,3,1,0.03
2024-05-31,EMP00161,23,20,2,1,10.1
2024-06-30,EMP00161,22,17,4,1,5.11
2024-07-31,EMP00161,23,21,1,1,12.41
2024-08-31,EMP00161,22,22,0,0,8.01
2024-09-30,EMP00161,23,23,0,0,9.98
2024-10-31,EMP00161,21,21,0,0,3.21
2024-11-30,EMP00161,21,21,0,0,5.05
2024-12-31,EMP00161,21,19,2,0,5.71
2022-06-30,EMP00162,23,22,0,1,12.28
2022-07-31,EMP00162,23,23,0,0,16.39
2022-08-31,EMP00162,21,19,1,1,3.97
2022-09-30,EMP00162,22,21,1,0,13.38
2022-10-31,EMP00162,22,20,2,0,0.0
2022-11-30,EMP00162,22,21,1,0,2.03
2022-12-31,EMP00162,21,21,0,0,3.21
2023-01-31,EMP00162,21,21,0,0,1.24
2023-02-28,EMP00162,23,19,4,0,0.08
2023-03-31,EMP00162,22,20,2,0,10.06
2023-04-30,EMP00162,21,20,1,0,6.93
2023-05-31,EMP00162,20,19,0,1,9.9
2023-06-30,EMP00162,21,20,0,1,11.45
2023-07-31,EMP00162,21,16,4,1,9.33
2023-08-31,EMP00162,22,20,2,0,11.29
2023-09-30,EMP00162,21,19,2,0,7.65
2023-10-31,EMP00162,21,20,0,1,2.07
2023-11-30,EMP00162,21,19,2,0,13.29
2023-12-31,EMP00162,21,19,0,2,5.05
2024-01-31,EMP00162,21,19,2,0,3.32
2024-02-29,EMP00162,22,20,2,0,7.11
2024-03-31,EMP00162,22,22,0,0,3.44
2024-04-30,EMP00162,23,22,0,1,5.91
2024-05-31,EMP00162,22,21,1,0,9.72
2024-06-30,EMP00162,21,19,1,1,9.74
2024-07-31,EMP00162,20,19,1,0,3.51
2024-08-31,EMP00162,20,19,0,1,5.56
2024-09-30,EMP00162,22,19,3,0,13.37
2024-10-31,EMP00162,20,17,3,0,10.48
2024-11-30,EMP00162,22,21,1,0,18.38
2024-12-31,EMP00162,22,20,2,0,13.9
2022-12-31,EMP00163,21,17,4,0,13.72
2023-01-31,EMP00163,22,22,0,0,1.06
2023-02-28,EMP00163,22,19,3,0,11.82
2023-03-31,EMP00163,22,22,0,0,7.73
2023-04-30,EMP00163,22,21,0,1,5.25
2023-05-31,EMP00163,21,19,2,0,8.84
2023-06-30,EMP00163,23,23,0,0,12.73
2023-07-31,EMP00163,21,21,0,0,10.5
2023-08-31,EMP00163,21,19,2,0,3.61
2023-09-30,EMP00163,21,20,1,0,11.71
2023-10-31,EMP00163,20,19,0,1,4.81
2023-11-30,EMP00163,21,20,1,0,9.08
2023-12-31,EMP00163,21,20,1,0,6.48
2024-01-31,EMP00163,20,20,0,0,6.91
2024-02-29,EMP00163,21,20,1,0,11.83
2024-03-31,EMP00163,22,20,1,1,2.8
2024-04-30,EMP00163,20,18,2,0,17.73
2024-05-31,EMP00163,20,19,0,1,0.0
2024-06-30,EMP00163,20,20,0,0,5.01
2024-07-31,EMP00163,23,21,2,0,9.85
2024-08-31,EMP00163,21,17,4,0,10.92
2024-09-30,EMP00163,23,20,3,0,7.5
2024-10-31,EMP00163,22,22,0,0,7.71
2024-11-30,EMP00163,23,22,1,0,10.05
2024-12-31,EMP00163,21,16,3,2,6.84
2022-01-31,EMP00164,22,20,2,0,14.97
2022-02-28,EMP00164,21,21,0,0,12.2
2022-03-31,EMP00164,23,21,0,2,12.36
2022-04-30,EMP00164,23,20,3,0,3.17
2022-05-31,EMP00164,23,23,0,0,7.6
2022-06-30,EMP00164,23,21,2,0,6.5
2022-07-31,EMP00164,23,20,3,0,2.97
2022-08-31,EMP00164,20,20,0,0,9.8
2022-09-30,EMP00164,22,22,0,0,5.31
2022-10-31,EMP00164,20,17,2,1,11.28
2022-11-30,EMP00164,23,21,1,1,2.65
2022-12-31,EMP00164,23,23,0,0,16.6
2023-01-31,EMP00164,23,21,2,0,3.52
2023-02-28,EMP00164,23,21,2,0,9.1
2023-03-31,EMP00164,20,20,0,0,11.96
2023-04-30,EMP00164,21,20,1,0,5.15
2023-05-31,EMP00164,23,23,0,0,12.26
2023-06-30,EMP00164,23,23,0,0,1.85
2023-07-31,EMP00164,22,19,3,0,15.26
2023-08-31,EMP00164,21,20,1,0,8.07
2023-09-30,EMP00164,21,20,1,0,5.02
2023-10-31,EMP00164,22,20,2,0,6.5
2023-11-30,EMP00164,20,18,0,2,12.04
2023-12-31,EMP00164,22,22,0,0,5.08
2024-01-31,EMP00164,23,19,3,1,4.25
2024-02-29,EMP00164,22,22,0,0,6.89
2024-03-31,EMP00164,22,22,0,0,2.12
2024-04-30,EMP00164,21,21,0,0,17.1
2024-05-31,EMP00164,23,19,3,1,5.17
2024-06-30,EMP00164,21,20,1,0,12.16
2024-07-31,EMP00164,22,20,1,1,9.05
2024-08-31,EMP00164,23,22,1,0,3.08
2024-09-30,EMP00164,20,15,4,1,7.97
2024-10-31,EMP00164,23,20,3,0,11.92
2024-11-30,EMP00164,21,19,2,0,7.06
2024-12-31,EMP00164,22,20,0,2,13.97
2023-02-28,EMP00165,21,18,3,0,13.11
2023-03-31,EMP00165,20,19,1,0,12.59
2023-04-30,EMP00165,21,20,1,0,5.7
2023-05-31,EMP00165,21,20,1,0,2.6
2023-06-30,EMP00165,20,17,2,1,4.93
2023-07-31,EMP00165,20,19,1,0,8.98
2023-08-31,EMP00165,23,22,1,0,10.73
2023-09-30,EMP00165,22,20,2,0,0.0
2023-10-31,EMP00165,20,18,2,0,7.96
2023-11-30,EMP00165,23,22,1,0,8.79
2023-12-31,EMP00165,20,20,0,0,6.61
2024-01-31,EMP00165,20,16,4,0,14.46
2024-02-29,EMP00165,22,21,1,0,10.11
2024-03-31,EMP00165,20,20,0,0,14.55
2024-04-30,EMP00165,20,17,3,0,6.92
2024-05-31,EMP00165,21,20,1,0,12.69
2024-06-30,EMP00165,20,17,3,0,16.18
2024-07-31,EMP00165,20,19,1,0,14.56
2024-08-31,EMP00165,21,21,0,0,2.54
2024-09-30,EMP00165,23,23,0,0,6.73
2024-10-31,EMP00165,22,20,2,0,6.27
2024-11-30,EMP00165,21,21,0,0,10.45
2024-12-31,EMP00165,20,18,2,0,11.43
2022-01-31,EMP00166,23,19,2,2,3.81
2022-02-28,EMP00166,22,20,2,0,8.34
2022-03-31,EMP00166,20,18,1,1,0.0
2022-04-30,EMP00166,20,19,1,0,15.21
2022-05-31,EMP00166,22,20,2,0,5.44
2022-06-30,EMP00166,22,22,0,0,8.28
2022-07-31,EMP00166,23,22,1,0,6.45
2022-08-31,EMP00166,21,17,4,0,13.73
2022-09-30,EMP00166,22,20,2,0,0.0
