performance_date,employee_id,rating_code,goals_completed,promotion_flag,bonus_amount
2024-06-30,EMP00171,3,3,False,226525.22
2024-09-30,EMP00171,3,4,False,222673.24
2024-12-31,EMP00171,4,12,False,166951.07
2022-03-31,EMP00172,3,4,False,21808.98
2022-06-30,EMP00172,4,6,False,65356.31
2022-09-30,EMP00172,4,7,True,29631.81
2022-12-31,EMP00172,4,3,False,68402.46
2023-03-31,EMP00172,5,11,False,24051.14
2023-06-30,EMP00172,2,12,False,0.0
2023-09-30,EMP00172,3,7,False,37096.48
2023-12-31,EMP00172,4,12,False,17855.18
2024-03-31,EMP00172,4,11,True,58086.48
2024-06-30,EMP00172,3,6,False,35968.42
2024-09-30,EMP00172,3,9,False,28189.64
2024-12-31,EMP00172,4,9,False,47609.84
2022-03-31,EMP00173,4,5,False,47616.8
2022-06-30,EMP00173,3,4,False,178804.42
2022-09-30,EMP00173,2,6,False,0.0
2022-12-31,EMP00173,4,11,False,102428.14
2023-03-31,EMP00173,4,11,False,115938.42
2023-06-30,EMP00173,4,6,False,144949.92
2023-09-30,EMP00173,4,4,False,69960.31
2023-12-31,EMP00173,3,4,False,134148.02
2024-03-31,EMP00173,3,12,False,35004.81
2024-06-30,EMP00173,3,8,False,190920.9
2024-09-30,EMP00173,4,10,True,43062.16
2024-12-31,EMP00173,2,11,False,0.0
2022-09-30,EMP00174,2,12,False,0.0
2022-12-31,EMP00174,2,5,False,0.0
2023-03-31,EMP00174,3,12,False,68103.46
2023-06-30,EMP00174,3,12,False,107793.86
2023-09-30,EMP00174,1,8,False,0.0
2024-03-31,EMP00175,3,3,False,48592.6
2024-06-30,EMP00175,3,6,False,125683.53
2024-09-30,EMP00175,3,12,False,174663.31
2024-12-31,EMP00175,3,3,False,88274.35
2023-06-30,EMP00176,2,11,False,0.0
2023-09-30,EMP00176,4,6,False,61970.16
2023-12-31,EMP00176,3,12,False,68827.36
2024-03-31,EMP00176,5,9,False,61030.03
2024-06-30,EMP00176,4,9,False,45160.7
2024-09-30,EMP00176,4,4,False,40178.46
2024-12-31,EMP00176,4,11,False,62586.42
2022-03-31,EMP00177,3,4,False,42989.54
2022-06-30,EMP00177,4,11,False,48393.67
2022-09-30,EMP00177,3,8,False,108781.79
2022-12-31,EMP00177,2,9,False,0.0
2023-03-31,EMP00177,2,7,False,0.0
2023-06-30,EMP00177,4,5,False,60107.09
2023-09-30,EMP00177,4,3,False,49995.66
2023-12-31,EMP00177,3,3,False,80510.42
2024-03-31,EMP00177,2,3,False,0.0
2024-06-30,EMP00177,4,9,False,43588.1
2024-09-30,EMP00177,5,11,False,50831.51
2024-12-31,EMP00177,3,12,False,71427.13
2022-03-31,EMP00178,4,6,False,76548.95
2022-06-30,EMP00178,2,10,False,0.0
2022-09-30,EMP00178,2,7,False,0.0
2022-12-31,EMP00178,3,4,False,107181.57
2023-03-31,EMP00178,3,7,False,96872.26
2023-06-30,EMP00178,1,5,False,0.0
2023-09-30,EMP00178,3,9,False,123457.32
2023-12-31,EMP00178,3,11,False,108677.25
2024-03-31,EMP00178,5,8,False,116950.48
2024-06-30,EMP00178,3,3,False,77332.66
2024-09-30,EMP00178,3,11,False,100426.1
2024-12-31,EMP00178,3,12,False,79176.09
2022-03-31,EMP00179,2,6,False,0.0
2022-06-30,EMP00179,5,5,False,12257.42
2022-09-30,EMP00179,3,7,False,50466.56
2022-12-31,EMP00179,4,10,False,46989.55
2023-03-31,EMP00179,3,8,False,47529.98
2023-06-30,EMP00179,4,11,False,30638.21
2023-09-30,EMP00179,4,11,False,48601.59
2023-12-31,EMP00179,3,10,False,44586.06
2024-03-31,EMP00179,4,8,False,44232.69
2024-06-30,EMP00179,3,10,False,43398.0
2024-09-30,EMP00179,1,11,False,0.0
2024-12-31,EMP00179,3,8,False,44255.1
2022-09-30,EMP00180,5,3,False,15244.16
2022-12-31,EMP00180,2,7,False,0.0
2023-03-31,EMP00180,3,9,False,48630.54
2023-06-30,EMP00180,3,7,False,14737.32
2023-09-30,EMP00180,4,10,False,76592.59
2023-12-31,EMP00180,3,10,False,68011.85
2024-03-31,EMP00180,4,4,False,42441.29
2024-06-30,EMP00180,3,3,False,19184.32
2024-09-30,EMP00180,3,4,False,29655.19
2024-12-31,EMP00180,2,8,False,0.0
2022-03-31,EMP00181,3,5,False,87773.33
2022-06-30,EMP00181,3,8,False,39072.07
2022-09-30,EMP00181,4,9,False,146092.39
2022-12-31,EMP00181,3,7,False,155990.58
2023-03-31,EMP00181,3,11,False,101002.28
2023-06-30,EMP00181,5,7,False,41485.82
2023-09-30,EMP00181,3,5,False,52895.65
2023-12-31,EMP00181,1,10,False,0.0
2024-03-31,EMP00181,5,12,False,112357.05
2024-06-30,EMP00181,3,12,False,131122.13
2024-09-30,EMP00181,3,10,False,70930.24
2024-12-31,EMP00181,4,11,False,62506.81
2022-03-31,EMP00182,3,7,False,65091.15
2022-06-30,EMP00182,5,12,False,28491.66
2022-09-30,EMP00182,5,10,False,80882.13
2022-12-31,EMP00182,4,3,False,63721.76
2023-03-31,EMP00182,2,8,False,0.0
2023-06-30,EMP00182,5,10,False,129627.47
2023-09-30,EMP00182,2,11,False,0.0
2023-12-31,EMP00182,3,11,False,147141.96
2024-03-31,EMP00182,3,11,False,52313.03
2024-06-30,EMP00182,3,8,False,83985.67
2024-09-30,EMP00182,3,8,False,94300.52
2024-12-31,EMP00182,3,11,False,112746.3
2022-03-31,EMP00183,3,3,False,137078.49
2022-06-30,EMP00183,3,11,False,136657.4
2022-09-30,EMP00183,3,4,False,117200.24
2022-12-31,EMP00183,3,11,False,26030.03
2023-03-31,EMP00183,5,11,False,129750.32
2023-06-30,EMP00183,2,10,False,0.0
2023-09-30,EMP00183,5,10,False,28290.47
2023-12-31,EMP00183,3,9,False,63586.47
2024-03-31,EMP00183,4,7,False,67898.45
2024-06-30,EMP00183,4,10,False,70650.42
2024-09-30,EMP00183,3,8,False,69840.38
2024-12-31,EMP00183,5,8,False,127212.85
2022-03-31,EMP00184,4,6,False,37662.01
2022-06-30,EMP00184,4,11,False,47237.04
2022-09-30,EMP00184,4,3,False,29817.24
2022-12-31,EMP00184,3,11,False,23704.29
2023-03-31,EMP00184,3,12,False,47477.98
2023-06-30,EMP00184,3,11,False,34872.02
2023-09-30,EMP00184,4,6,False,64964.47
2023-12-31,EMP00184,3,8,False,21586.2
2024-03-31,EMP00184,5,10,False,14276.1
2024-06-30,EMP00184,3,5,False,66621.91
2024-09-30,EMP00184,3,4,False,61270.02
2024-12-31,EMP00184,4,10,False,31925.29
2022-03-31,EMP00185,3,10,False,55129.35
2022-06-30,EMP00185,4,4,False,14693.98
2022-09-30,EMP00185,3,3,False,55496.26
2022-12-31,EMP00185,3,5,False,20644.41
2023-03-31,EMP00185,4,9,False,52783.74
2023-06-30,EMP00185,3,8,False,49851.65
2023-09-30,EMP00185,3,9,False,62680.34
2023-12-31,EMP00185,4,4,False,47695.07
2024-03-31,EMP00185,3,12,False,57725.6
2024-06-30,EMP00185,4,3,False,46128.59
2024-09-30,EMP00185,3,8,False,25958.52
2024-12-31,EMP00185,4,9,False,18221.49
2022-03-31,EMP00186,3,6,False,74320.77
2022-06-30,EMP00186,4,12,False,32508.01
2022-09-30,EMP00186,1,10,False,0.0
2022-12-31,EMP00186,3,10,False,78565.85
2023-03-31,EMP00186,3,8,False,160823.79
2023-06-30,EMP00186,4,8,True,85338.78
2023-09-30,EMP00186,3,5,False,75708.04
2023-12-31,EMP00186,4,3,False,154987.12
2024-03-31,EMP00186,3,4,False,179639.93
2024-06-30,EMP00186,3,10,False,71501.44
2024-09-30,EMP00186,4,10,False,155245.76
2024-12-31,EMP00186,3,4,False,133368.62
2022-03-31,EMP00187,3,5,False,120649.82
2022-06-30,EMP00187,2,10,False,0.0
2022-09-30,EMP00187,3,7,False,107861.83
2022-12-31,EMP00187,2,7,False,0.0
2023-03-31,EMP00187,3,4,False,102290.06
2023-06-30,EMP00187,3,12,False,138640.42
2023-09-30,EMP00187,3,9,False,48738.16
2023-12-31,EMP00187,3,3,False,50767.29
2024-03-31,EMP00187,3,3,False,79839.55
2024-06-30,EMP00187,3,5,False,91484.32
2024-09-30,EMP00187,4,12,True,51214.22
2024-12-31,EMP00187,4,4,False,76353.11
2022-03-31,EMP00188,3,6,False,25917.05
2022-06-30,EMP00188,3,7,False,108257.28
2022-09-30,EMP00188,3,5,False,116650.94
2022-12-31,EMP00188,3,8,False,88248.24
2023-03-31,EMP00188,4,4,False,98058.59
2023-06-30,EMP00188,3,9,False,87373.31
2023-09-30,EMP00188,4,12,False,116597.94
2023-12-31,EMP00188,3,9,False,47844.48
2024-03-31,EMP00188,4,10,False,50047.85
2024-06-30,EMP00188,3,9,False,98434.93
2024-09-30,EMP00188,3,3,False,80463.82
2024-12-31,EMP00188,4,10,False,75000.59
2022-03-31,EMP00190,4,12,False,70135.84
2022-06-30,EMP00190,4,9,False,66884.08
2022-09-30,EMP00190,4,11,False,74605.21
2022-12-31,EMP00190,4,5,False,41323.19
2023-03-31,EMP00190,4,11,False,31110.1
2023-06-30,EMP00190,1,11,False,0.0
2023-09-30,EMP00190,3,11,False,13257.48
2023-12-31,EMP00190,3,4,False,55528.22
2024-03-31,EMP00190,4,7,False,47485.59
2024-06-30,EMP00190,4,8,False,40629.66
2024-09-30,EMP00190,4,11,False,47264.27
2024-12-31,EMP00190,4,5,False,69364.38
2022-03-31,EMP00191,2,12,False,0.0
2022-06-30,EMP00191,3,3,False,35572.46
2022-09-30,EMP00191,3,6,False,37272.07
2022-12-31,EMP00191,4,10,False,109538.47
2023-03-31,EMP00191,2,11,False,0.0
2023-06-30,EMP00191,1,7,False,0.0
2023-09-30,EMP00191,5,9,True,148453.6
2023-12-31,EMP00191,1,7,False,0.0
2024-03-31,EMP00191,3,4,False,74305.86
2024-06-30,EMP00191,4,8,False,58999.28
2024-09-30,EMP00191,2,4,False,0.0
2024-12-31,EMP00191,3,10,False,108826.39
2022-06-30,EMP00192,4,10,False,76071.44
2022-09-30,EMP00192,3,4,False,73892.88
2022-12-31,EMP00192,3,10,False,55374.98
2023-03-31,EMP00192,3,11,False,34257.2
2023-06-30,EMP00192,5,11,True,30549.25
2023-09-30,EMP00192,2,3,False,0.0
2023-12-31,EMP00192,5,9,False,94827.57
2024-03-31,EMP00192,2,3,False,0.0
2024-06-30,EMP00192,5,11,False,24099.13
2024-09-30,EMP00192,4,6,False,77635.48
2024-12-31,EMP00192,1,7,False,0.0
2022-03-31,EMP00193,3,3,False,33802.4
2022-06-30,EMP00193,3,9,False,23367.21
2022-09-30,EMP00193,3,12,False,61429.88
2022-12-31,EMP00193,4,6,False,22984.89
2023-03-31,EMP00193,4,5,False,52116.87
2023-06-30,EMP00193,4,12,False,54872.93
2023-09-30,EMP00193,4,12,False,31160.42
2023-12-31,EMP00193,3,3,False,21342.49
2024-03-31,EMP00193,1,10,False,0.0
2024-06-30,EMP00193,3,11,False,76357.8
2024-09-30,EMP00193,3,4,False,13191.42
2024-12-31,EMP00193,4,9,False,45719.75
2022-03-31,EMP00194,4,12,False,82341.51
2022-06-30,EMP00194,4,7,False,72702.58
2022-09-30,EMP00194,4,7,True,111126.41
2022-12-31,EMP00194,3,8,False,89744.92
2022-03-31,EMP00195,3,5,False,92680.39
2022-06-30,EMP00195,4,10,False,180388.96
2022-09-30,EMP00195,3,5,False,101748.31
2022-12-31,EMP00195,3,3,False,58926.82
2023-03-31,EMP00195,4,12,False,66602.58
2023-06-30,EMP00195,3,4,False,178624.6
2023-09-30,EMP00195,3,9,False,164954.91
2023-12-31,EMP00195,4,9,False,184373.45
2024-03-31,EMP00195,2,6,False,0.0
2024-06-30,EMP00195,2,7,False,0.0
2024-09-30,EMP00195,4,8,True,102494.57
2022-03-31,EMP00196,4,9,False,96195.46
2022-06-30,EMP00196,3,10,False,181359.63
2022-09-30,EMP00196,4,11,False,197668.75
2022-12-31,EMP00196,2,5,False,0.0
2023-03-31,EMP00196,3,11,False,191542.21
2023-06-30,EMP00196,3,10,False,150223.28
2023-09-30,EMP00196,2,11,False,0.0
2023-12-31,EMP00196,3,5,False,118742.93
2024-03-31,EMP00196,3,8,False,73719.61
2024-06-30,EMP00196,4,12,False,86196.06
2024-09-30,EMP00196,2,12,False,0.0
2024-12-31,EMP00196,2,6,False,0.0
2023-12-31,EMP00197,4,3,False,67436.54
2024-03-31,EMP00197,3,5,False,86124.73
2024-06-30,EMP00197,4,8,False,42604.53
2024-09-30,EMP00197,4,8,False,71727.57
2024-12-31,EMP00197,4,9,False,19030.65
2022-03-31,EMP00198,3,9,False,137400.38
2022-06-30,EMP00198,3,9,False,67163.14
2022-09-30,EMP00198,4,9,False,46046.48
2022-12-31,EMP00198,2,9,False,0.0
2023-03-31,EMP00198,3,12,False,92524.74
2023-06-30,EMP00198,3,11,False,60982.97
2023-09-30,EMP00198,4,7,False,63606.15
2023-12-31,EMP00198,3,11,False,139285.8
2024-03-31,EMP00198,3,6,False,102717.81
2024-06-30,EMP00198,4,9,False,119744.68
2024-09-30,EMP00198,5,12,False,43028.81
2024-12-31,EMP00198,4,9,False,70264.47
2022-03-31,EMP00199,3,10,False,52293.1
2022-06-30,EMP00199,3,9,False,28882.15
2022-09-30,EMP00199,5,10,False,52430.58
2022-12-31,EMP00199,4,7,False,29169.56
2023-03-31,EMP00199,3,6,False,51225.5
2023-06-30,EMP00199,4,10,False,82951.18
2023-09-30,EMP00199,2,9,False,0.0
2023-12-31,EMP00199,4,9,False,30775.74
2024-03-31,EMP00199,3,7,False,73870.31
2024-06-30,EMP00199,3,10,False,90724.3
2024-09-30,EMP00199,4,6,False,81655.18
2024-12-31,EMP00199,5,5,False,26981.38
2022-03-31,EMP00200,3,11,False,78799.93
2022-06-30,EMP00200,2,12,False,0.0
2022-09-30,EMP00200,5,9,False,46320.52
2022-12-31,EMP00200,2,3,False,0.0
2023-03-31,EMP00200,3,11,False,43647.61
2023-06-30,EMP00200,4,6,False,44620.27
2023-09-30,EMP00200,3,3,False,37453.27
2023-12-31,EMP00200,4,4,False,29650.7
2024-03-31,EMP00200,2,10,False,0.0
2024-06-30,EMP00200,3,5,False,98254.16
2024-09-30,EMP00200,2,7,False,0.0
2024-12-31,EMP00200,3,6,False,48294.54
2022-03-31,EMP00201,1,11,False,0.0
2022-06-30,EMP00201,4,7,False,55723.02
2022-09-30,EMP00201,3,10,False,57067.34
2022-12-31,EMP00201,4,8,False,63811.85
2023-03-31,EMP00201,2,10,False,0.0
2023-06-30,EMP00201,3,7,False,19811.54
2023-09-30,EMP00201,3,7,False,53765.45
2023-12-31,EMP00201,3,6,False,50868.24
2024-03-31,EMP00201,2,4,False,0.0
2024-06-30,EMP00201,4,8,False,18266.55
2024-09-30,EMP00201,3,8,False,15245.47
2024-12-31,EMP00201,2,8,False,0.0
2022-03-31,EMP00202,3,11,False,107133.92
2022-06-30,EMP00202,5,7,True,104502.39
2022-09-30,EMP00202,2,10,False,0.0
2022-12-31,EMP00202,2,8,False,0.0
2023-03-31,EMP00202,3,9,False,107530.33
2023-06-30,EMP00202,3,9,False,112642.78
2023-09-30,EMP00202,3,6,False,81820.33
2023-12-31,EMP00202,3,10,False,121020.43
2024-03-31,EMP00202,3,3,False,23828.37
2024-06-30,EMP00202,3,5,False,53643.34
2024-09-30,EMP00202,4,11,False,72604.17
2024-12-31,EMP00202,3,9,False,84146.42
2022-03-31,EMP00203,3,10,False,174085.3
2022-06-30,EMP00203,3,3,False,81338.24
2022-09-30,EMP00203,5,5,False,153581.44
2022-12-31,EMP00203,3,10,False,66676.42
2023-03-31,EMP00203,3,9,False,125444.91
2023-06-30,EMP00203,3,9,False,70020.51
2023-09-30,EMP00203,3,12,False,192340.2
2023-12-31,EMP00203,4,7,False,98483.6
2024-03-31,EMP00203,4,5,False,148721.31
2024-06-30,EMP00203,3,11,False,201990.37
2024-09-30,EMP00203,2,5,False,0.0
2024-12-31,EMP00203,2,5,False,0.0
2023-03-31,EMP00204,5,4,False,45898.35
2023-06-30,EMP00204,4,9,True,82830.62
2023-09-30,EMP00204,4,8,False,21239.54
2023-12-31,EMP00204,3,8,False,79620.38
2024-03-31,EMP00204,2,4,False,0.0
2022-03-31,EMP00205,3,9,False,57284.16
2022-06-30,EMP00205,4,4,False,14740.95
2022-09-30,EMP00205,3,4,False,58884.02
2022-12-31,EMP00205,3,4,False,25416.54
2022-03-31,EMP00206,3,7,False,67747.32
2022-06-30,EMP00206,5,12,False,56811.3
2022-09-30,EMP00206,1,10,False,0.0
2022-12-31,EMP00206,4,9,False,51213.42
2023-03-31,EMP00206,4,9,False,128763.89
2023-06-30,EMP00206,3,6,False,178397.88
2023-09-30,EMP00206,3,7,False,196070.96
2023-12-31,EMP00206,5,4,False,146851.23
2024-03-31,EMP00206,4,9,False,143043.03
2024-06-30,EMP00206,5,8,True,107765.31
2024-09-30,EMP00206,3,9,False,166233.03
2024-12-31,EMP00206,4,6,False,178078.49
2024-09-30,EMP00207,3,4,False,31463.36
2024-12-31,EMP00207,4,9,False,58294.79
2022-03-31,EMP00208,3,8,False,57306.77
2022-06-30,EMP00208,4,6,False,105234.54
2022-09-30,EMP00208,3,10,False,72106.44
2022-12-31,EMP00208,3,11,False,88902.78
2023-03-31,EMP00208,1,4,False,0.0
2023-06-30,EMP00208,3,9,False,45091.49
2023-09-30,EMP00208,5,3,False,125313.31
2023-12-31,EMP00208,3,7,False,26879.72
2024-03-31,EMP00208,4,4,False,103261.91
2024-06-30,EMP00208,3,10,False,68344.32
2024-09-30,EMP00208,3,8,False,45214.25
2024-12-31,EMP00208,4,7,False,118542.04
2022-03-31,EMP00209,4,3,False,34579.14
2022-06-30,EMP00209,3,6,False,24195.43
2022-09-30,EMP00209,4,12,False,16876.92
2022-12-31,EMP00209,3,6,False,9088.65
2023-03-31,EMP00209,2,9,False,0.0
2023-06-30,EMP00209,4,7,False,47438.34
2023-09-30,EMP00209,2,8,False,0.0
2023-12-31,EMP00209,5,5,False,14240.81
2024-03-31,EMP00209,3,12,False,42042.64
2024-06-30,EMP00209,3,12,False,23203.38
2024-09-30,EMP00209,4,8,False,39120.6
2024-12-31,EMP00209,3,11,False,39360.29
2022-03-31,EMP00210,3,12,False,102676.33
2022-06-30,EMP00210,4,6,False,48181.66
2022-09-30,EMP00210,4,11,False,112297.84
2022-12-31,EMP00210,3,10,False,94523.92
2023-03-31,EMP00210,3,5,False,146620.62
2023-06-30,EMP00210,3,10,False,32007.01
2023-09-30,EMP00210,3,11,False,69570.93
2023-12-31,EMP00210,3,11,False,102900.42
2024-03-31,EMP00210,2,12,False,0.0
2024-06-30,EMP00210,4,8,False,67282.31
2024-09-30,EMP00210,3,12,False,28561.34
2024-12-31,EMP00210,4,12,False,51198.64
2022-03-31,EMP00211,5,11,True,16207.23
2022-06-30,EMP00211,3,3,False,39528.89
2022-09-30,EMP00211,2,12,False,0.0
2022-12-31,EMP00211,2,12,False,0.0
2023-03-31,EMP00211,3,12,False,12682.9
2023-06-30,EMP00211,3,12,False,13078.61
2023-09-30,EMP00211,4,12,False,27639.16
2023-12-31,EMP00211,3,4,False,29600.64
2024-03-31,EMP00211,1,10,False,0.0
2024-06-30,EMP00211,4,8,False,38940.09
2024-09-30,EMP00211,4,4,False,18074.34
2024-12-31,EMP00211,3,9,False,11019.56
2022-03-31,EMP00212,5,4,False,40277.66
2022-06-30,EMP00212,4,10,False,30251.84
2022-09-30,EMP00212,3,9,False,44326.22
2022-12-31,EMP00212,5,7,False,9492.31
2023-03-31,EMP00212,3,12,False,27359.46
2023-06-30,EMP00212,1,4,False,0.0
2023-09-30,EMP00212,4,12,False,30880.26
2023-12-31,EMP00212,3,10,False,26861.83
2024-03-31,EMP00212,3,4,False,15394.07
2024-06-30,EMP00212,3,4,False,38714.23
2024-09-30,EMP00212,4,3,False,17557.4
2024-12-31,EMP00212,2,6,False,0.0
2022-03-31,EMP00213,3,10,False,74541.17
2022-06-30,EMP00213,3,9,False,106297.58
2022-09-30,EMP00213,4,7,False,46848.6
2022-12-31,EMP00213,2,8,False,0.0
2023-03-31,EMP00213,3,6,False,89915.35
2023-06-30,EMP00213,4,6,False,25777.91
2023-09-30,EMP00213,3,8,False,77648.26
2023-12-31,EMP00213,4,5,False,62064.56
2024-03-31,EMP00213,2,4,False,0.0
2024-06-30,EMP00213,3,8,False,63138.97
2024-09-30,EMP00213,3,6,False,67572.4
2024-12-31,EMP00213,3,10,False,126779.13
2022-06-30,EMP00214,3,11,False,73177.45
2022-09-30,EMP00214,3,5,False,116829.37
2022-12-31,EMP00214,3,5,False,215487.43
2023-03-31,EMP00214,5,7,True,96167.47
2023-06-30,EMP00214,4,8,True,115623.54
2023-09-30,EMP00214,5,12,True,83158.95
2023-12-31,EMP00214,3,7,False,111643.81
2024-03-31,EMP00214,2,3,False,0.0
2024-06-30,EMP00214,2,9,False,0.0
2024-09-30,EMP00214,2,9,False,0.0
2024-12-31,EMP00214,3,8,False,164664.12
2024-09-30,EMP00215,3,4,False,145668.79
2024-12-31,EMP00215,1,11,False,0.0
2022-03-31,EMP00216,1,7,False,0.0
2022-06-30,EMP00216,2,3,False,0.0
2022-09-30,EMP00216,3,7,False,36684.45
2022-12-31,EMP00216,3,10,False,121432.2
2023-03-31,EMP00216,3,3,False,74144.37
2023-06-30,EMP00216,3,3,False,34724.8
2023-09-30,EMP00216,4,5,False,75160.43
2023-12-31,EMP00216,3,9,False,95810.32
2024-03-31,EMP00216,3,10,False,94902.44
2024-06-30,EMP00216,3,9,False,67949.3
2024-09-30,EMP00216,3,11,False,129576.57
2024-12-31,EMP00216,4,3,False,71672.76
2022-03-31,EMP00217,3,9,False,63141.42
2022-06-30,EMP00217,1,3,False,0.0
2022-09-30,EMP00217,3,7,False,58381.95
2022-12-31,EMP00217,3,6,False,71711.62
2023-03-31,EMP00217,3,8,False,82774.78
2023-06-30,EMP00217,3,11,False,22098.79
2023-09-30,EMP00217,2,3,False,0.0
2023-12-31,EMP00217,3,5,False,68014.6
2024-03-31,EMP00217,4,12,False,22253.4
2024-06-30,EMP00217,3,6,False,82341.56
2024-09-30,EMP00217,3,3,False,62739.73
2024-12-31,EMP00217,3,10,False,56373.02
2022-12-31,EMP00218,4,12,False,12549.59
2023-03-31,EMP00218,3,11,False,44262.74
2024-03-31,EMP00219,4,4,False,35615.63
2024-06-30,EMP00219,3,5,False,25284.88
2024-09-30,EMP00219,4,7,False,32748.88
2024-12-31,EMP00219,3,10,False,12827.14
2022-06-30,EMP00220,3,4,False,128730.29
2022-09-30,EMP00220,3,7,False,93107.23
2022-03-31,EMP00221,3,5,False,55064.58
2022-06-30,EMP00221,3,8,False,49411.38
2022-09-30,EMP00221,3,6,False,77756.54
2022-12-31,EMP00221,2,10,False,0.0
2022-03-31,EMP00222,3,11,False,64640.96
2022-06-30,EMP00222,3,8,False,72989.89
2022-09-30,EMP00222,4,9,False,71508.21
2022-12-31,EMP00222,4,11,False,16244.15
2023-03-31,EMP00222,3,5,False,53450.59
2023-06-30,EMP00222,3,3,False,43619.71
2023-09-30,EMP00222,4,5,False,19335.36
2023-12-31,EMP00222,4,5,False,26547.65
2024-03-31,EMP00222,3,7,False,79270.4
2024-06-30,EMP00222,4,7,False,77530.7
2024-09-30,EMP00222,3,11,False,26265.74
2024-12-31,EMP00222,4,9,False,77062.46
2024-03-31,EMP00223,3,8,False,63984.74
2024-06-30,EMP00223,3,4,False,53885.16
2024-09-30,EMP00223,3,11,False,16677.82
2024-12-31,EMP00223,5,8,False,31347.11
2022-03-31,EMP00224,3,3,False,48824.64
2022-06-30,EMP00224,4,4,False,88271.37
2022-09-30,EMP00224,5,8,False,110365.52
2022-12-31,EMP00224,3,8,False,71868.61
2023-03-31,EMP00224,3,6,False,93704.01
2023-06-30,EMP00224,5,11,False,52994.65
2023-09-30,EMP00224,3,7,False,49266.04
2023-12-31,EMP00224,3,8,False,118516.53
2024-03-31,EMP00224,3,12,False,107749.18
2024-06-30,EMP00224,3,3,False,53978.21
2024-09-30,EMP00224,5,3,False,60166.21
2024-12-31,EMP00224,3,7,False,102632.04
2022-12-31,EMP00225,4,6,False,17845.15
2023-03-31,EMP00225,2,9,False,0.0
2023-06-30,EMP00225,3,12,False,48330.88
2023-09-30,EMP00225,2,10,False,0.0
2023-12-31,EMP00225,2,5,False,0.0
2024-03-31,EMP00225,2,11,False,0.0
2024-06-30,EMP00225,3,11,False,51999.98
2024-09-30,EMP00225,5,11,False,19712.15
2024-12-31,EMP00225,3,3,False,37132.98
2022-03-31,EMP00226,3,10,False,32406.83
2022-06-30,EMP00226,3,7,False,58822.17
2022-09-30,EMP00226,3,8,False,55611.7
2022-12-31,EMP00226,3,7,False,31138.3
2023-03-31,EMP00226,3,7,False,85399.86
2023-06-30,EMP00226,2,9,False,0.0
2023-09-30,EMP00226,3,3,False,26085.44
2023-12-31,EMP00226,4,8,False,73651.97
2024-03-31,EMP00226,3,4,False,82089.07
2024-06-30,EMP00226,2,11,False,0.0
2024-09-30,EMP00226,5,10,False,74670.29
2024-12-31,EMP00226,1,7,False,0.0
2022-03-31,EMP00227,4,8,False,40402.92
2022-06-30,EMP00227,5,7,False,96414.28
2022-09-30,EMP00227,3,9,False,25678.94
2022-12-31,EMP00227,3,5,False,67090.64
2023-03-31,EMP00227,4,5,False,56152.23
2023-06-30,EMP00227,1,6,False,0.0
2023-09-30,EMP00227,3,9,False,65652.49
2023-12-31,EMP00227,4,7,False,38156.64
2024-03-31,EMP00227,2,9,False,0.0
2024-06-30,EMP00227,3,11,False,34972.8
2024-09-30,EMP00227,3,5,False,78110.37
2024-12-31,EMP00227,2,8,False,0.0
2023-06-30,EMP00228,5,10,False,20179.69
2023-09-30,EMP00228,4,3,False,78266.82
2023-12-31,EMP00228,4,3,False,26759.18
2024-03-31,EMP00228,4,9,False,38145.55
2024-06-30,EMP00228,3,12,False,67557.89
2024-09-30,EMP00228,4,7,False,57538.71
2024-12-31,EMP00228,3,11,False,63650.61
2022-03-31,EMP00229,3,4,False,56719.74
2022-06-30,EMP00229,3,5,False,46116.17
2022-09-30,EMP00229,3,4,False,58091.62
2022-12-31,EMP00229,4,6,False,14427.36
2023-03-31,EMP00229,4,5,False,32470.47
2023-06-30,EMP00229,3,7,False,35852.17
2023-09-30,EMP00229,3,9,False,35093.4
2023-12-31,EMP00229,3,11,False,49559.17
2024-03-31,EMP00229,3,10,False,31594.61
2024-06-30,EMP00229,2,9,False,0.0
2024-09-30,EMP00229,3,11,False,50736.54
2024-12-31,EMP00229,3,7,False,47820.76
2022-03-31,EMP00230,3,7,False,90111.82
2022-06-30,EMP00230,2,7,False,0.0
2022-09-30,EMP00230,1,5,False,0.0
2022-12-31,EMP00230,3,10,False,72533.55
2023-03-31,EMP00230,3,6,False,19385.96
2023-06-30,EMP00230,3,6,False,32469.59
2023-09-30,EMP00230,1,9,False,0.0
2023-12-31,EMP00230,5,11,False,48164.27
2024-03-31,EMP00230,4,11,False,63657.17
2022-12-31,EMP00231,1,3,False,0.0
2023-03-31,EMP00231,3,6,False,53306.02
2023-06-30,EMP00231,3,8,False,121186.45
2023-09-30,EMP00231,2,4,False,0.0
2023-12-31,EMP00231,4,6,False,42746.02
2024-03-31,EMP00231,2,9,False,0.0
2024-06-30,EMP00231,5,9,False,77140.03
2024-09-30,EMP00231,3,11,False,71479.02
2024-12-31,EMP00231,4,9,False,137346.76
2022-03-31,EMP00232,4,5,False,13170.44
2022-06-30,EMP00232,5,5,False,32862.24
2022-09-30,EMP00232,4,8,False,48935.62
2022-12-31,EMP00232,3,3,False,15107.95
2023-03-31,EMP00232,4,7,False,54086.12
2023-06-30,EMP00232,3,7,False,31701.21
2023-09-30,EMP00232,3,5,False,29814.89
