snapshot_date,employee_id,department_name,job_title,job_level,city,state,country,manager_id,education_level,salary,tenure_months,is_active
2023-04-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,18,True
2023-05-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,19,True
2023-06-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,20,True
2023-07-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,21,True
2023-08-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,22,True
2023-09-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,23,True
2023-10-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,24,True
2023-11-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,25,True
2023-12-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,26,True
2024-01-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,27,True
2024-02-29,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,28,True
2024-03-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,29,True
2024-04-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,30,True
2024-05-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,31,True
2024-06-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,32,False
2024-07-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,33,False
2024-08-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,34,False
2024-09-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,35,False
2024-10-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,36,False
2024-11-30,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,37,False
2024-12-31,EMP00101,Customer Support,Marketing Specialist,Associate,Kolkata,West Bengal,India,MGR0004,Bachelor's Degree,520175.31,38,False
2022-01-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,34,True
2022-02-28,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,35,True
2022-03-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,36,True
2022-04-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,37,True
2022-05-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,38,True
2022-06-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,39,True
2022-07-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,40,True
2022-08-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,41,True
2022-09-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,42,True
2022-10-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,43,False
2022-11-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,44,False
2022-12-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,45,False
2023-01-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,46,False
2023-02-28,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,47,False
2023-03-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,48,False
2023-04-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,49,False
2023-05-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,50,False
2023-06-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,51,False
2023-07-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,52,False
2023-08-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,53,False
2023-09-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,54,False
2023-10-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,55,False
2023-11-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,56,False
2023-12-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,57,False
2024-01-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,58,False
2024-02-29,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,59,False
2024-03-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,60,False
2024-04-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,61,False
2024-05-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,62,False
2024-06-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,63,False
2024-07-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,64,False
2024-08-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,65,False
2024-09-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,66,False
2024-10-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,67,False
2024-11-30,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,68,False
2024-12-31,EMP00102,Customer Support,HR Manager,Manager,Pune,Maharashtra,India,MGR0041,PhD,1459519.61,69,False
2022-01-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,31,True
2022-02-28,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,32,True
2022-03-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,33,True
2022-04-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,34,True
2022-05-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,35,True
2022-06-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,36,True
2022-07-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,37,True
2022-08-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,38,True
2022-09-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,39,True
2022-10-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,40,True
2022-11-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,41,True
2022-12-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,42,True
2023-01-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,43,True
2023-02-28,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,44,True
2023-03-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,45,True
2023-04-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,46,True
2023-05-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,47,True
2023-06-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,48,True
2023-07-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,49,True
2023-08-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,50,True
2023-09-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,51,True
2023-10-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,52,True
2023-11-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,53,True
2023-12-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,54,True
2024-01-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,55,True
2024-02-29,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,56,True
2024-03-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,57,True
2024-04-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,58,True
2024-05-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,59,True
2024-06-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,60,True
2024-07-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,61,True
2024-08-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,62,True
2024-09-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,63,True
2024-10-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,64,True
2024-11-30,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,65,True
2024-12-31,EMP00103,Human Resources,Sales Executive,Associate,Chennai,Tamil Nadu,India,MGR0006,Bachelor's Degree,895741.43,66,True
2022-01-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,10,True
2022-02-28,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,11,True
2022-03-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,12,True
2022-04-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,13,True
2022-05-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,14,True
2022-06-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,15,True
2022-07-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,16,True
2022-08-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,17,True
2022-09-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,18,True
2022-10-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,19,True
2022-11-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,20,True
2022-12-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,21,True
2023-01-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,22,True
2023-02-28,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,23,True
2023-03-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,24,True
2023-04-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,25,True
2023-05-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,26,True
2023-06-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,27,True
2023-07-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,28,True
2023-08-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,29,True
2023-09-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,30,True
2023-10-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,31,True
2023-11-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,32,True
2023-12-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,33,True
2024-01-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,34,True
2024-02-29,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,35,True
2024-03-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,36,True
2024-04-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,37,True
2024-05-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,38,True
2024-06-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,39,True
2024-07-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,40,True
2024-08-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,41,True
2024-09-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,42,True
2024-10-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,43,True
2024-11-30,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,44,True
2024-12-31,EMP00104,Information Technology,Data Engineer,Senior,Delhi,Delhi,India,MGR0033,Master's Degree,1415490.34,45,True
2022-01-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,9,True
2022-02-28,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,10,True
2022-03-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,11,True
2022-04-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,12,True
2022-05-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,13,True
2022-06-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,14,True
2022-07-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,15,True
2022-08-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,16,True
2022-09-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,17,True
2022-10-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,18,True
2022-11-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,19,True
2022-12-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,20,True
2023-01-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,21,True
2023-02-28,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,22,True
2023-03-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,23,True
2023-04-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,24,True
2023-05-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,25,True
2023-06-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,26,True
2023-07-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,27,True
2023-08-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,28,True
2023-09-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,29,True
2023-10-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,30,True
2023-11-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,31,True
2023-12-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,32,True
2024-01-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,33,True
2024-02-29,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,34,True
2024-03-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,35,True
2024-04-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,36,True
2024-05-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,37,True
2024-06-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,38,True
2024-07-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,39,True
2024-08-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,40,True
2024-09-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,41,True
2024-10-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,42,True
2024-11-30,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,43,True
2024-12-31,EMP00105,Customer Support,Sales Executive,Associate,Bengaluru,Karnataka,India,MGR0025,Bachelor's Degree,857027.48,44,True
2022-01-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,54,True
2022-02-28,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,55,True
2022-03-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,56,True
2022-04-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,57,True
2022-05-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,58,True
2022-06-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,59,True
2022-07-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,60,True
2022-08-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,61,True
2022-09-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,62,True
2022-10-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,63,True
2022-11-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,64,True
2022-12-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,65,True
2023-01-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,66,True
2023-02-28,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,67,True
2023-03-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,68,True
2023-04-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,69,True
2023-05-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,70,True
2023-06-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,71,True
2023-07-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,72,True
2023-08-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,73,True
2023-09-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,74,True
2023-10-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,75,True
2023-11-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,76,True
2023-12-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,77,True
2024-01-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,78,True
2024-02-29,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,79,True
2024-03-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,80,True
2024-04-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,81,True
2024-05-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,82,True
2024-06-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,83,True
2024-07-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,84,True
2024-08-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,85,True
2024-09-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,86,True
2024-10-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,87,True
2024-11-30,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,88,True
2024-12-31,EMP00106,Sales,Operations Manager,Manager,Chennai,Tamil Nadu,India,MGR0022,PhD,1087020.86,89,True
2024-02-29,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,0,True
2024-03-31,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,1,True
2024-04-30,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,2,True
2024-05-31,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,3,True
2024-06-30,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,4,True
2024-07-31,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,5,True
2024-08-31,EMP00107,Customer Support,Customer Support Associate,Associate,Bengaluru,Karnataka,India,MGR0029,PhD,445302.42,6,True
